Type of Wine,Wine Grape,Estilo Vinho,Característica Vinho 1,Característica Vinho 2,Característica Vinho 3,Característica Vinho 4,Tipo de Queijo,Família Queijo,Textura Queijo,Sabor Queijo 1,Sabor Queijo 2,Sabor Queijo 3,Sabor Queijo 4,Tipo de Combinação,Sigla da Combinação,Detalhamento Combinação,texture_new,texture_creamy,texture_crumbly,texture_elastic,texture_firm,texture_granular,texture_hard,texture_smooth,type_new,type_blue,type_fresh,type_hard,type_semi-hard,type_soft,family_new,family_Swiss,family_blue,family_brie,family_camembert,family_cheddar,family_feta,family_goat,family_gorgonzola,family_gouda,family_manchego,family_mozzarella,family_parmesan,family_pecorino,family_ricotta,flavor_new,flavor_blue_veins,flavor_complex,flavor_creamy,flavor_dairy-like,flavor_fresh,flavor_fruity,flavor_goat-like,flavor_intense,flavor_mild,flavor_milky,flavor_nutty,flavor_pronounced_aroma,flavor_salty,flavor_slightly_acidic,flavor_slightly_fruity,flavor_slightly_salty,flavor_slightly_spicy,flavor_slightly_sweet,flavor_spicy,flavor_velvety,wedding_ID
rosé,Pinot Noir,Leve,Frutas vermelhas, floral, taninos suaves, corpo leve,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Contraste,Cr,Gorgonzola e Pinot Noir oferecem um contraste entre a intensidade do queijo e o perfil leve do vinho.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,rosé - Pinot Noir
port,Touriga Nacional,Encorpado,Taninos firmes, frutos negros, especiarias, acidez equilibrada,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Gorgonzola e Touriga Nacional se complementam pela intensidade e especiarias criando uma harmonia robusta.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Touriga Nacional
port,Touriga Nacional,Encorpado,Taninos firmes, frutos negros, especiarias, acidez equilibrada,Roquefort,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Roquefort e Touriga Nacional harmonizam pela intensidade e complexidade dos sabores.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Touriga Nacional
port,Touriga Franca,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Brie,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Brie e Touriga Franca combinam pela textura cremosa e o perfil robusto do vinho.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,brie,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,port - Touriga Franca
port,Touriga Franca,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Camembert,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Camembert e Touriga Franca se complementam pela suavidade do queijo e a robustez do vinho.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,camembert,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,port - Touriga Franca
port,Tempranillo,Médio a Encorpado,Frutas vermelhas e negras, taninos maduros, acidez equilibrada,,Brie,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Brie e Tinta Roriz/Tempranillo harmonizam bem pela suavidade do queijo e o perfil equilibrado do vinho.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,brie,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,port - Tempranillo
port,Tempranillo,Médio a Encorpado,Frutas vermelhas e negras, taninos maduros, acidez equilibrada,,Gouda,Semi-dura,"Firme, macia",Leitoso, levemente salgado, aveludado,,Complementariedade,C,Gouda e Tinta Roriz/Tempranillo se complementam com a textura e sabores ricos do queijo.,"firm, smooth",False,False,False,True,False,False,True,semi-hard,False,False,False,True,False,gouda,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"milky, slightly salty, velvety",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,port - Tempranillo
port,Tinta Barroca,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Gorgonzola e Tinta Barroca oferecem uma combinação robusta e intensa de sabores.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Tinta Barroca
port,Tinta Barroca,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Roquefort,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Roquefort e Tinta Barroca combinam pela intensidade e complexidade criando uma harmonia robusta.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Tinta Barroca
port,Tinta Cão,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Gorgonzola e Tinta Cão se harmonizam pela intensidade e complexidade dos sabores.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Tinta Cão
port,Tinta Cão,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Roquefort,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Roquefort e Tinta Cão oferecem uma combinação intensa e complexa que se complementa.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Tinta Cão
port,Sousão,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Gorgonzola e Sousão se harmonizam pela intensidade e complexidade de sabores.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Sousão
port,Sousão,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Roquefort,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Complementariedade,C,Roquefort e Sousão oferecem uma combinação robusta e complexa equilibrando os sabores.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,port - Sousão
port,Tinta Amarela,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Brie,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Brie e Tinta Amarela se combinam bem pela textura cremosa e o perfil robusto do vinho.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,brie,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,port - Tinta Amarela
port,Tinta Amarela,Encorpado,Taninos firmes, frutos negros, especiarias, corpo robusto,Gouda,Semi-dura,"Firme, macia",Leitoso, levemente salgado, aveludado,,Complementariedade,C,Gouda e Tinta Amarela se harmonizam com a textura e os sabores ricos e levemente salgados.,"firm, smooth",False,False,False,True,False,False,True,semi-hard,False,False,False,True,False,gouda,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"milky, slightly salty, velvety",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,port - Tinta Amarela
port,Viosinho,Médio,Frutos brancos, floral, acidez elevada,,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,Queijo de Cabra e Viosinho combinam pela leveza e frescor realçando os sabores frutados e florais.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,port - Viosinho
port,Malvasia Fina,Médio,Frutos brancos, floral, acidez elevada,,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,Cabra e Malvasia Fina harmonizam pela frescura e leveza complementando os sabores florais e frutados.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,port - Malvasia Fina
port,Gouveio,Médio,Frutos brancos, mineralidade, acidez elevada,,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,Cabra e Gouveio se complementam pela textura cremosa e os sabores frescos e minerais.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,port - Gouveio
white,Chardonnay,Corpo Médio,Frutado, amanteigado, complexo, cítrico,Azul,Azul,"Cremosa, esfarelante",Intenso, salgado, picante, veias azuis,Complementariedade,C,O queijo azul realça os sabores complexos e amanteigados do Chardonnay.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, salty, spicy, blue veins",True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,white - Chardonnay
white,Chardonnay,Corpo Médio,Frutado, amanteigado, complexo, cítrico,Gouda,Semi-dura,"Firme, macia",Leitoso, levemente salgado, aveludado,,Complementariedade,C,Gouda combina com Chardonnay por seu perfil suave e textura macia.,"firm, smooth",False,False,False,True,False,False,True,semi-hard,False,False,False,True,False,gouda,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"milky, slightly salty, velvety",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,white - Chardonnay
white,Chardonnay,Corpo Médio,Frutado, amanteigado, complexo, cítrico,Comté,Duro,"Granulada, dura",Intenso, frutado, levemente picante,,Complementariedade,C,Comté harmoniza com o Chardonnay devido à textura e complexidade de sabores.,"granular, hard",False,False,False,False,True,True,False,hard,False,False,True,False,False,Swiss,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"intense, fruity, slightly spicy",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,white - Chardonnay
white,Chardonnay,Corpo Médio,Frutado, amanteigado, complexo, cítrico,Manchego,Duro,Quebradiça,Intenso, salgado, aveludado, nozes,Complementariedade,C,Manchego e Chardonnay se complementam pela riqueza e intensidade de sabores.,crumbly,False,True,False,False,False,False,False,hard,False,False,True,False,False,manchego,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"intense, salty, velvety, nutty",False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,white - Chardonnay
white,Sauvignon Blanc,Leve,Cítrico, herbáceo, mineral, refrescante,Feta,Fresco,"Macia, esfarelante",Salgado, levemente ácido, cremoso,,Complementariedade,C,Feta realça as notas cítricas e herbáceas do Sauvignon Blanc.,"smooth, crumbly",False,True,False,False,False,False,True,fresh,False,True,False,False,False,feta,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"salty, slightly acidic, creamy",False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,white - Sauvignon Blanc
white,Sauvignon Blanc,Leve,Cítrico, herbáceo, mineral, refrescante,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,O Cabra combina com Sauvignon Blanc por sua textura e sabor fresco.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,white - Sauvignon Blanc
white,Riesling,Leve a Médio,Floral, frutado, mineral, versátil,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,Cabra e Riesling harmonizam devido à leveza e à acidez que ambos oferecem.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,white - Riesling
white,Riesling,Leve a Médio,Floral, frutado, mineral, versátil,Feta,Fresco,"Macia, esfarelante",Salgado, levemente ácido, cremoso,,Complementariedade,C,Feta e Riesling combinam com suas texturas e sabores leves e frutados.,"smooth, crumbly",False,True,False,False,False,False,True,fresh,False,True,False,False,False,feta,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"salty, slightly acidic, creamy",False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,white - Riesling
white,Riesling,Leve a Médio,Floral, frutado, mineral, versátil,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,Cabra e Riesling harmonizam devido à leveza e à acidez que ambos oferecem.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,white - Riesling
white,Pinot Grigio,Leve,Frutado, floral, leve, mineral,Mozzarella,Fresco,"Elástica, macia",Suave, lácteo, levemente salgado,,Complementariedade,C,Mozzarella e Pinot Grigio se harmonizam por suas características leves e frescas.,"elastic, smooth",False,False,True,False,False,False,True,fresh,False,True,False,False,False,mozzarella,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"mild, dairy-like, slightly salty",False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,white - Pinot Grigio
white,Pinot Grigio,Leve,Frutado, floral, leve, mineral,Ricota,Fresco,"Macia, granulosa",Suave, levemente doce, fresca,,Complementariedade,C,Ricota e Pinot Grigio complementam-se pela textura suave e sabor leve.,"smooth, granular",False,False,False,False,True,False,True,fresh,False,True,False,False,False,ricotta,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"mild, slightly sweet, fresh",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,white - Pinot Grigio
white,Pinot Grigio,Leve,Frutado, floral, leve, mineral,Camembert,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Camembert e Pinot Grigio combinam devido à textura cremosa e sabores delicados.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,camembert,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,white - Pinot Grigio
white,Pinot Grigio,Leve,Frutado, floral, leve, mineral,Brie,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Brie e Pinot Grigio se harmonizam com sua leveza e suavidade.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,brie,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,white - Pinot Grigio
white,Chenin Blanc,Leve a Médio,Frutado, floral, mel, versátil,Feta,Fresco,"Macia, esfarelante",Salgado, levemente ácido, cremoso,,Complementariedade,C,Chenin Blanc e Feta combinam bem com suas notas frutadas e leves.,"smooth, crumbly",False,True,False,False,False,False,True,fresh,False,True,False,False,False,feta,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"salty, slightly acidic, creamy",False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,white - Chenin Blanc
white,Chenin Blanc,Leve a Médio,Frutado, floral, mel, versátil,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,Cabra e Chenin Blanc se complementam com a textura cremosa e os sabores frutados.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,white - Chenin Blanc
white,Gewürztraminer,Aromático,Especiado, floral, frutado, intenso,Cabra,Fresco,"Cremoso, macio",Levemente ácido, caprino, fresco,,Complementariedade,C,Cabra e Gewürztraminer combinam com a intensidade aromática e os sabores especiados.,"creamy, smooth",True,False,False,False,False,False,True,fresh,False,True,False,False,False,goat,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"slightly acidic, goat-like, fresh",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,white - Gewürztraminer
white,Viognier,Aromático,Floral, pêssego, abacaxi, corpo médio,Camembert,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Camembert e Viognier harmonizam pela textura cremosa e os sabores frutados e florais.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,camembert,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,white - Viognier
white,Viognier,Aromático,Floral, pêssego, abacaxi, corpo médio,Brie,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Brie e Viognier se complementam pela suavidade do queijo e os sabores frutados e florais do vinho.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,brie,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,white - Viognier
white,Viognier,Aromático,Floral, pêssego, abacaxi, corpo médio,Emmental,Semi-dura,"Firme, macia",Leitoso, levemente frutado, levemente adocicado,,Complementariedade,C,Emmental e Viognier combinam com a textura e sabores levemente frutados e adocicados.,"firm, smooth",False,False,False,True,False,False,True,semi-hard,False,False,False,True,False,Swiss,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"milky, slightly fruity, slightly sweet",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,white - Viognier
white,Chenin Blanc,Leve a Médio,Frutado, floral, mel, versátil,Gouda,Semi-dura,"Firme, macia",Leitoso, levemente salgado, aveludado,,Complementariedade,C,Gouda combina com Chenin Blanc pelo seu perfil suave e textura macia.,"firm, smooth",False,False,False,True,False,False,True,semi-hard,False,False,False,True,False,gouda,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"milky, slightly salty, velvety",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,white - Chenin Blanc
white,Chenin Blanc,Leve a Médio,Frutado, floral, mel, versátil,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Contraste,Cr,Gorgonzola e Chenin Blanc contrastam pela intensidade do queijo e o perfil frutado e floral do vinho.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,white - Chenin Blanc
white,Chenin Blanc,Leve a Médio,Frutado, floral, mel, versátil,Parmesão,Dura,"Granulada, dura",Salgado, intenso, frutado, complexo,Contraste,Cr,Parmesão e Chenin Blanc criam um contraste interessante entre a textura firme e o perfil floral e frutado.,"granular, hard",False,False,False,False,True,True,False,hard,False,False,True,False,False,parmesan,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"salty, intense, fruity, complex",False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,white - Chenin Blanc
white,Chenin Blanc,Leve a Médio,Frutado, floral, mel, versátil,Cheddar,Dura,"Firme, quebradiça",Salgado, levemente ácido, frutado,,Contraste,Cr,Cheddar e Chenin Blanc contrastam com a textura e os sabores criando uma combinação única.,"firm, crumbly",False,True,False,True,False,False,False,hard,False,False,True,False,False,cheddar,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"salty, slightly acidic, fruity",False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,white - Chenin Blanc
white,Chenin Blanc,Leve a Médio,Frutado, floral, mel, versátil,Roquefort,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Contraste,Cr,Roquefort e Chenin Blanc oferecem um contraste entre a intensidade do queijo e a leveza do vinho.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,white - Chenin Blanc
white,Moscato,Doce,Floral, frutas brancas, mel, baixa acidez,Brie,Macio,"Cremosa, macia",Suave, levemente adocicado,,,Complementariedade,C,Brie e Moscato se combinam pela suavidade e a doçura criando uma harmonia leve e adocicada.,"creamy, smooth",True,False,False,False,False,False,True,soft,False,False,False,False,True,brie,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"mild, slightly sweet",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,white - Moscato
white,Moscato,Doce,Floral, frutas brancas, mel, baixa acidez,Gouda,Semi-dura,"Firme, macia",Leitoso, levemente salgado, aveludado,,Contraste,Cr,Gouda e Moscato contrastam com a doçura do vinho e a textura mais firme do queijo.,"firm, smooth",False,False,False,True,False,False,True,semi-hard,False,False,False,True,False,gouda,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"milky, slightly salty, velvety",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,white - Moscato
white,Albariño,Fresco,Frutos cítricos, mineralidade, corpo leve,,Pecorino,Dura,"Granulada, dura",Salgado, intenso, frutado, complexo,Contraste,Cr,Pecorino e Albariño oferecem um contraste interessante entre a textura dura e o frescor do vinho.,"granular, hard",False,False,False,False,True,True,False,hard,False,False,True,False,False,pecorino,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"salty, intense, fruity, complex",False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,white - Albariño
white,Albariño,Fresco,Frutos cítricos, mineralidade, corpo leve,,Roquefort,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Contraste,Cr,Roquefort e Albariño contrastam com a intensidade do queijo e o frescor do vinho.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,white - Albariño
white,Albariño,Fresco,Frutos cítricos, mineralidade, corpo leve,,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Contraste,Cr,Gorgonzola e Albariño criam um contraste entre a intensidade do queijo e o frescor do vinho.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,white - Albariño
white,Albariño,Fresco,Frutos cítricos, mineralidade, corpo leve,,Manchego,Duro,Quebradiça,Intenso, salgado, aveludado, nozes,Contraste,Cr,Manchego e Albariño oferecem um contraste entre a textura do queijo e o frescor do vinho.,crumbly,False,True,False,False,False,False,False,hard,False,False,True,False,False,manchego,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"intense, salty, velvety, nutty",False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,white - Albariño
white,Albariño,Fresco,Frutos cítricos, mineralidade, corpo leve,,Parmesão,Dura,"Granulada, dura",Salgado, intenso, frutado, complexo,Contraste,Cr,Parmesão e Albariño criam um contraste entre a textura firme e o perfil fresco do vinho.,"granular, hard",False,False,False,False,True,True,False,hard,False,False,True,False,False,parmesan,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"salty, intense, fruity, complex",False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,white - Albariño
white,Vermentino,Fresco,Frutos cítricos, floral, salgado, corpo leve,Roquefort,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Contraste,Cr,Roquefort e Vermentino contrastam com a intensidade do queijo e a leveza e frescor do vinho.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,blue,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,white - Vermentino
white,Vermentino,Fresco,Frutos cítricos, floral, salgado, corpo leve,Gorgonzola,Azul,"Cremosa, esfarelante",Intenso, picante, salgado, aroma acentuado,Contraste,Cr,Gorgonzola e Vermentino criam um contraste entre a intensidade do queijo e o frescor do vinho.,"creamy, crumbly",True,True,False,False,False,False,False,blue,True,False,False,False,False,gorgonzola,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"intense, spicy, salty, pronounced aroma",False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,white - Vermentino
white,Vermentino,Fresco,Frutos cítricos, floral, salgado, corpo leve,Mozzarella,Fresco,"Elástica, macia",Suave, lácteo, levemente salgado,,Contraste,Cr,Mozzarella e Vermentino contrastam com a leveza do queijo e o perfil fresco do vinho.,"elastic, smooth",False,False,True,False,False,False,True,fresh,False,True,False,False,False,mozzarella,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"mild, dairy-like, slightly salty",False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,white - Vermentino
